name,primary_type,mobile,website,address,rating,reviews,maps_url
Better wash,laundry,9911609160,http://betterwash.in/,"Gali No. 12, near Atul Kataria Chowk, Sukhrali Enclave, Sector 29, Gurugram, Haryana 122009, India",4.6,77,https://maps.google.com/?cid=4377399446942701495&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
THE FACE ROUTINE,dentist,8719920561,,"10A, C-Block, Paschim Marg, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",5,77,https://maps.google.com/?cid=6647490924593382030&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
SBA Campus-2,,9205341658,,"79, Shaheed Ripon Katyal Marg, Sector 18, Gurugram, Haryana 122015, India",4.6,77,https://maps.google.com/?cid=18065725429794128773&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
DAKSH CONSTRUCTIONS & INTERIOR,general_contractor,8069245436,https://dakshconstructions.in/,"Shop No 3, 1st Floor, Gangania Complex, Mehrauli-Gurgaon Rd, Sikanderpur Market, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",4.9,77,https://maps.google.com/?cid=7185105799896904272&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ignited Minds - Art classes in Gurgaon Online & Offline,educational_institution,9582340608,,"S13/4, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",5,77,https://maps.google.com/?cid=3102582087827781856&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Bharat Football Academy,sports_club,9871141009,http://www.bharatfa.com/,"Excelsior American School 1, Sushant Lok Phase I, Block C2, DLF Phase IV, Sector 43, Gurugram, Haryana 122009, Block C2, DLF Garden Villas, Sector 43, Gurugram, Haryana 122001, India",4.7,76,https://maps.google.com/?cid=7569438888461553404&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dr Randeep Singh,doctor,8062154256,https://www.narayanahealth.org/c/gurugram/medical-oncology-cancer-care/dr-randeep-singh?utm_source=Googlemaps&utm_medium=GMB,"Block - V, DLF Phase - III, Plot 3201, Lane Number V-37, Nathupur, Sector 24, Gurugram, Haryana 122010, India",4.8,76,https://maps.google.com/?cid=2640706569411297275&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Leela Spa,spa,9717596198,https://www.theleela.com/the-leela-ambience-gurugram-hotel-residences/experience/wellness?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gbp-leela-ambience-hotel-residences-gurugram-the-leela-spa&utm_content=spa-website-click,"NH-8, Hotel, Residences, The Leela Ambience, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122016, India",4.6,76,https://maps.google.com/?cid=13743138760042923607&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Shah Dental Care Lounge,dental_clinic,9990320555,https://shahdentalcarelounge.com/,"K3/86, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",5,75,https://maps.google.com/?cid=13272583984427660711&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Sweet Space,restaurant,7428224400,,"47, K-10, Phase I, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.9,75,https://maps.google.com/?cid=15922300211128414396&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Auquall BPO,,9899005897,,"698, Udyog Vihar Phase V Rd, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",4.4,75,https://maps.google.com/?cid=10596929326880829339&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Painting Service & Painting contactor | wall paint,,9811425513,https://www.iconpaint.link/,"147/148, Jaina Market, Saraswati Vihar, Chakkarpur, Gurugram, Haryana 122002, India",4.9,74,https://maps.google.com/?cid=14670860172561640631&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Fitness First Ambience Mall,gym,9910660803,https://www.fitnessfirst.net.in/content/fitness-first-ambience-mall-gurgaon,"6th Floor, Ambience Mall, Gate No. 03 & 04, NH 48, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.3,74,https://maps.google.com/?cid=8364293576877616735&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Dr Mehak Singhal | Best ENT Specialist & Allergy Doctor in Gurgaon, ENT Surgeon, Endoscopic Sinus Surgery, Ear Treatment DLF",doctor,8929248497,https://drmehaksinghal.wixsite.com/gurgaon,"Uma Sanjeevani Hospital, 1, Dakshin Marg, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.9,73,https://maps.google.com/?cid=10804495488027843349&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Sportozen: Box Cricket, Football Turf & Cricket Ground",athletic_field,9311683317,https://sportozen.com/event-management/,"P -4, Dlf Phase 2, and, near Cyber Hub, Sikandarpur, Metro, Gurugram, Haryana 122002, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.7,72,https://maps.google.com/?cid=12689342317851361916&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Party Passport,tour_agency,9220479977,https://partypassport.travel/,"Office 205, Venture X, Sector 29, Gurugram, Haryana 122009, India",4.9,72,https://maps.google.com/?cid=5490443849020858163&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Belgian Waffle Co,dessert_restaurant,8657937731,https://thebelgianwaffle.co/,"3rd Floor, Food court, MGF, MGF Metropolitan Mall, Mehrauli-Gurgaon Rd, Heritage City, Sector 25, Gurugram, Sarhol, Haryana 122009, India",4.7,72,https://maps.google.com/?cid=10131643066822836266&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ace Consulting,service,9115090909,https://aceconsulting.co.in/,"3rd Floor, 49, Arjun Marg, Block E, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",5,71,https://maps.google.com/?cid=4451655570824254663&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Adidev Press Private Limited,,7428230663,https://www.adidevpress.com/,"1st Floor, DLF Downtown, DLF Phase 3, Sector 25A, Gurugram, Haryana 122010, India",4.9,71,https://maps.google.com/?cid=6597139503153027359&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
S.R cctv sales & services,service,7408868093,https://wa.me/message/2GHT52SEX3CYD1,"OFFICE, ASF CENTER, 105, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",5,71,https://maps.google.com/?cid=17435811124277235097&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sales Training Team Building Training,service,8383850546,http://6a4798de4e8e7.site123.me/,"1nd floor, A-202, Phase 2, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",5,70,https://maps.google.com/?cid=11799344880490919192&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gemini Architectural Design,,9910508457,http://www.geminiarchitectural.com/,"Arjan Garh Metro Station, Mehrauli-Gurgaon Rd, near HDFC ATM, Aya Nagar, New Delhi, Delhi 110047, India",4.1,70,https://maps.google.com/?cid=6609641747916177355&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kutub Estate,real_estate_agency,9990903623,http://www.kutubestate.com/,"41, Akashneem Marg, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.8,70,https://maps.google.com/?cid=3511033006487276974&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dr. Jeensy Sharma,dentist,7011402447,http://www.whitecoatsclinic.com/,"Plot No-372, off Golf Course Road, Sector 42, Gurugram, Haryana 122009, India",4.9,69,https://maps.google.com/?cid=13979482798118526794&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Clair Skin Clinic,skin_care_clinic,8447915975,https://www.clairskin.in/?utm_medium=gmb&utm_source=profile,"A 1139 Shushant Lok, 2, near Galleria Merket, Sector 28, DLF Phase IV, Sector 43, Gurugram, Haryana 122009, India",4.4,69,https://maps.google.com/?cid=5042098602668703745&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Vrindavan Chandrodaya Mandir Gurugram,hindu_temple,8585850033,http://www.vcm.org.in/,"9234, DLF Phase 5, Sector 43, Gurugram, Haryana 122009, India",4.6,68,https://maps.google.com/?cid=12794365907472217578&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Beatifics,dental_clinic,7303431444,https://www.beatificsdentalclinic.com/,"B-15/6, GF B - Block, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",5,68,https://maps.google.com/?cid=3741712488010415215&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mughal Sarai (Authentic Mughlai),north_indian_restaurant,8860644837,http://mugalsarai.dotpe.in/,"Club Essel Tower, Essel Towers, Mehrauli-Gurgaon Rd, Indian Airlines Pilots Society, Sushant Lok Phase I, Gurugram, Haryana 122009, India",4.5,68,https://maps.google.com/?cid=15180943864773972803&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ikOOji,manufacturer,9289749484,,"435, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",4.4,68,https://maps.google.com/?cid=18254668937994539146&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Crown Male Spa,spa,7982284955,https://maletomale.luxuryspa-center.com/,"Shop 30, City Centre Mall, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",4.9,67,https://maps.google.com/?cid=685291909662088043&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Deluna Hotels,hotel,8130466565,https://www.delunahotels.in/,"Plot no. 43, Sector 42 Main Rd, Sector 42, Gurugram, Haryana 122009, India",4.5,66,https://maps.google.com/?cid=11830686269960873677&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Royal Wood Furniture,manufacturer,9718189498,http://royalswoodfurniture.com/,"Shop No. 6, Shri Ram Market, Dlf Phase 3, Mehrauli Gurugram Road, Garden Estate, Nathupur, Gurugram, Haryana, 122002, Nathupur, Sector 24, Gurugram, Haryana 122010, India",2.8,66,https://maps.google.com/?cid=12493123884747662858&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Vedic Karma Ayurveda (Adding health to your life naturally...),health,8044353279,https://www.apollo247.com/doctors/dr-rosy-kaur-a66389bd-b4cf-4def-b0b2-0a23685aa1c3?utm_source=gmb_docverse&utm_medium=clinics&utm_campaign=doctors,"M4/12, Ground Floor, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.8,66,https://maps.google.com/?cid=10711488364301613679&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
SOLEBRITY,shoe_store,9811389123,http://www.solebrity.in/,"Ardee Mall, Sector 52, Gurugram, Haryana 122002, India",4.2,65,https://maps.google.com/?cid=16094743780435902006&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
SkilZ AC Service AC Repair,service,9311653436,https://ac-service-center.com/skilz-ac-service/,"Shop no 11, Sikanderpur Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",4.4,65,https://maps.google.com/?cid=1138917932908047101&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Meatington,manufacturer,7415656741,http://meatington.com/,"223, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",4.8,65,https://maps.google.com/?cid=10824758019031915517&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
KLAY DLF Cyber Park - Preschools and Daycare,child_care_agency,7676708888,https://klay.co.in/foundational-development-program/gurgaon/dlf-cyber-park/?utm_source=GMB_Listing&utm_medium=organic,"DLF Cyber Park, Plot no 405 B, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",4.9,65,https://maps.google.com/?cid=16276839253937167834&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MWM Spaces Pvt. Ltd.,general_contractor,8587885885,http://www.mwmspaces.com/,"FF 57, Vyapar Kendra Rd, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4.9,64,https://maps.google.com/?cid=2582341090308954018&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Millora Cyber Suites,hotel,9650122240,,"24/1, S Block Main Rd, S Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.9,64,https://maps.google.com/?cid=9350971915176428413&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sphynx Learning-Online English Speaking,educational_institution,8743898601,https://www.sphynxlearning.com/,"6, M-11A, near DLF Phase 2, DLF Phase 2, Sector 25, Shahpur, Gurugram, Haryana 122002, India",5,64,https://maps.google.com/?cid=2707306993530533916&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Fresh Bakes Gurgaon,bakery,9891350735,,"Rapid Metro Station, 579, Golf Course Rd, behind Sec 43, Sector 43, Gurugram, Haryana 122009, India",4.9,63,https://maps.google.com/?cid=4620666767386862446&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kommal Carnatiian Family Salon,beauty_salon,9868953343,https://kommalcarnatiianfamilysalon.in/,"Ground Floor, UGF, 48 & 41, Vyapar Kendra Rd, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4,63,https://maps.google.com/?cid=3088552058226026237&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
pestexpertsolution,service,9990720393,https://pestexpertsolution.in/,"House No-B16/7, G-F, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",4.9,63,https://maps.google.com/?cid=10130046904676928147&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Acco53,hotel,9873456000,,"53, Silver Oaks Ave, G Block, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",4.2,63,https://maps.google.com/?cid=5580802049537232724&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Momo Magic Cafe,restaurant,9266364482,https://momomagiccafe.in/outlets/,"Stop and Shop Complex, Basement Market, 106, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",5,63,https://maps.google.com/?cid=169476126636925160&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Style Loft #1,clothing_store,9818509401,,"Shop No. 206, Basement Market, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.8,63,https://maps.google.com/?cid=17914511889987765227&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
SAMRAT LAUNDRY & DRYCLEANING SERVICES,laundry,8527901289,,"U block 42/08 DLF phase 3 Sector 24 Gurgaon Gali Number 42 Building, Number 8, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.9,63,https://maps.google.com/?cid=4911675917868234261&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
DR.RAHUL SINGHANIA CHIROPRACTOR,doctor,8868884554,,"K2/2, opposite ICICI BANK, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.8,62,https://maps.google.com/?cid=9048462154952211287&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
TIS LIVING,manufacturer,9871012000,https://www.tisliving.com/,"Plot 101, 102, Plot number 105, Sarhaul, Sector 18, Sarhol, Gurugram, Haryana 122015, India",4.5,62,https://maps.google.com/?cid=7154203415377390421&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Cyber Point,,8587011649,,"house no.227 near durga mandir banjara basti sarhaul, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",4.9,62,https://maps.google.com/?cid=17088432532962792235&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Urology & Renal Transplant Department | Narayana Hospital, Gurugram",doctor,8067506842,https://www.narayanahealth.org/?utm_source=Googlemaps&utm_medium=GMB,"Plot 3201, Block - V DLF Phase - III, Nathupur, Sector 24, Gurugram, Haryana 122002, India",4.9,62,https://maps.google.com/?cid=13718002566088282643&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Corporate Inn,hotel,9717676182,,"Golf Course Road Plot No. 546, Near Super Mart 1, Sector - 27, Sector 27, Gurugram, Haryana 122009, India",3.6,61,https://maps.google.com/?cid=16106317171898738936&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Single Surface,service,8745007008,https://singlesurface.com/,"Unit No.405, Sector 27, Gurugram, Haryana 122009, India",5,60,https://maps.google.com/?cid=6760157108038406467&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Acharya Monica,consultant,9818245656,http://vastugurukul.co.in/,"B 13/7, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",5,60,https://maps.google.com/?cid=17558183912487378911&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Path Sanjivani Charitable Trust,service,9873737062,,"212, pahari Road No Zero, Anand Gram, Ghitorni, New Delhi, Delhi 110030, India",4.3,60,https://maps.google.com/?cid=17635020068305621240&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Oil Mill,health_food_store,8307000043,https://theoilmill.in/,"Shop no. 136, ground floor, Vyapar Kendra Rd, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4.2,59,https://maps.google.com/?cid=16704025784026057697&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Divine Destiny Numerologist,,7352528052,,"TOWER A1, Regency Park-1, A261, BLOCK C2`, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4.9,59,https://maps.google.com/?cid=17391194708824634350&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Babal Productions,service,8882227882,http://www.fraud.com/,"H-7 8, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122001, India",4.6,59,https://maps.google.com/?cid=13093190443919855154&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Cobalt Blue Foundation,cultural_center,8527887336,https://www.cobaltbluefoundation.com/,"C Suites, Block C2, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",5,58,https://maps.google.com/?cid=3736296338583147262&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Cheesecake and Co.,bakery,8076245510,,"no 3, Sushant Lok 1 Rd, Block A, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",2.8,58,https://maps.google.com/?cid=9941711801118184587&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Designarche,clothing_store,9315603326,https://www.designarche.com/,"80, Moulsari Ave, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.6,58,https://maps.google.com/?cid=200754472334446832&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"TYCHR | #1 Online IB, IGCSE, AS/A Levels, SAT, ACT and AP Tutoring",educational_institution,8825012255,https://lp.tychr.com/,"WeWork DLF Forum, Cyber City, HD-213, DLF Phase 3, DLF, Gurugram, Haryana 122010, India",4.8,58,https://maps.google.com/?cid=10345949509149299084&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
TISSOT BOUTIQUE BY TEMPS WATCHES,store,8689000522,,"Ist Floor Shop No - 153, A&F,, Ambience Mall, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.7,58,https://maps.google.com/?cid=13370996170237373333&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
FINMART REALTY - Property Dealers Dlf Phase 1,consultant,7676000014,http://finmartrealty.com/,"Plot No 9, FINMART REALTY, Bodhi Marg, Block E, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",4.9,57,https://maps.google.com/?cid=11116433171773683493&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Vita Dairy,food_store,9958132126,http://www.vitaindia.com/,"Block A, F39F+7P3, Sector 28, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122002, India",4.2,57,https://maps.google.com/?cid=15963012984557939569&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dainese/Moto Madness,store,9873996179,http://www.motomadness.in/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=14732518217374523786,"Kh. No. 203/1, G/F Opp Pillar No.190 M.G.Road, Ghitorni, Side, Aya Nagar, New Delhi, Delhi 110047, India",4.6,57,https://maps.google.com/?cid=17806517060687224668&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Imperial Decor,store,9911460844,http://imperialdecor.in/,"55/12, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",4.7,56,https://maps.google.com/?cid=14482165342665836291&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Flex Body Spa MG Road,spa,9220145309,https://www.flexbodyspa.in/,"3rd Floor, MGF Metropolis Mall, SN016, Mehrauli-Gurgaon Rd, next City Centre Mall, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",5,56,https://maps.google.com/?cid=18060246517549173835&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Atomic Health & Fitness Gym,gym,8826837563,https://sites.google.com/view/atomichealthfitnessgym,"M-13, Block M, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.9,56,https://maps.google.com/?cid=15121769802576929703&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dr Vikas Khanna,medical_clinic,9818089129,https://www.linkedin.com/pulse/art-living-how-live-dr-vikas-khanna?utm_source=share&utm_medium=member_android&utm_campaign=share_via,"g.f 6101, DLF, Prive clinic, phase 4, DLF Phase IV, Gurugram, Haryana 122009, India",4.9,55,https://maps.google.com/?cid=17580774882673345475&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Secure Connection Private Limited,,9871520394,https://honeywellconnection.com/,"6th floor, TOWER-A, MILLENNIUM PLAZA, Unit No – 601 to 603, Sector-27, Sector 43, Gurugram, Haryana 122009, India",5,55,https://maps.google.com/?cid=8285563089646508832&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ColourStory,painter,9667698253,,"A101, Block A, DLF Phase IV, RidgeWoodEstate, Gurugram, Haryana 122009, India",4.6,55,https://maps.google.com/?cid=7272390341710796316&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
