name,category,staff_potential,phone,website,rating,reviews,address,maps_url
CBR Properties | Buy | Sell | Rent flat villa Rooms Shops,consultant,MED,099582 86606,,5,7,"Akashneem Marg, DLF Phase 2, Sector 25, haryana, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14185519444019999148&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CBSL GROUP,corporate_office,MED,011 4759 7700,https://www.cbslgroup.in/,4.1,38,"288A, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=16494503293060792436&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CBSL- IDPA (Intelligent Data Processing and Automation),,LOW,074832 32244,https://cbslgroup.in/,5,3,"288A, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8451289702088655586&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Celio Ambience Mall Gurugram,clothing_store,MED,0124 402 9078,https://www.celio.in/,4,5,"Shop no 119, 1st floor, Ambience Mall, National Highway - 8, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=4465613251507350415&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Cemore Impex,manufacturer,LOW,,,,,"Plot No. 90A, Phase IV, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=16279731942201268851&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Center For Advanced Homeopathy(A Planett Wellness) Gurugram,physiotherapist,MED,092127 74419,,4.1,35,"22 BVM, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16442231277643462655&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Central Bank of India,atm,MED,1800 22 1911,,2.2,13,"137, Shankar Chowk Rd, Udyog Vihar Phase 1, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=18085540004991645570&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Central university of Haryana Transit office,corporate_office,MED,0124 235 0283,,4.5,33,"T-25/8, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15504151045790849024&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
centre,tailor,LOW,,,5,1,"G37H+4CV, Old Delhi Gurugram Rd, Bengali Mohalla, Udyog Vihar Phase 1, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=16054716911493710870&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Centre 4 Knowledge,,LOW,,http://centre4knowledge.com/,4.7,7,"K Block,Near Community Center, DLF Phase - 2, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6764633204746556806&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CERULEAN GLOBAL,manufacturer,LOW,0124 466 9700,http://cerulean-global.com/,4,4,"1282, behind Shiv Mandir, IDPL Twp, Sector 22A, Sector 21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=7555049021723690116&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CGCorpGlobal,corporate_office,MED,,http://www.cgcorpglobal.com/,3,3,"443, Phase III, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13486010472099034558&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CGS Immigrations & Visa Consultants,government_office,LOW,098702 85679,https://www.cgsimmigrations.com/,,,"Blue 1 Square, IT Building, 246, Jaipur - Delhi Expy, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=16155503313166516404&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chaap Guru,indian_restaurant,HIGH,099966 69082,,4.8,139,"Shop no 112, Basement Market, Galli Number 69, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=3653319341963147472&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chaat Garage,fast_food_restaurant,HIGH,,,4.8,23,"651, Udyog Vihar Phase V Rd, Udyog Vihar 3, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=7566822780113189702&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Chai Point - MD Regent Plaza, Gurgaon",cafe,HIGH,088801 41000,https://mdregentplaza.chaipoint.com/,4.6,101,"Ground Floor JMD Regent Plaza, Mehrauli-Gurgaon Rd, near IndiGo Guru Dronacharya Metro, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10267535365122981093&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Chai Point - Narayana Hospital, Gurugram",cafe,HIGH,088801 41000,https://shop.chaipoint.com/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-chai-point,4.8,167,"No 3201, Narayana Hospital, Ground Floor Block V, DLF Phase - III, Nathupur, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=2362160453426684230&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chakkarpur Village Manish Jadav House no 50,association_or_organization,LOW,,,,,"F3FP+F7H, A Block, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17027219820648011694&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chaman lal setia exports ltd,corporate_office,MED,0124 474 5900,http://www.maharanirice.in/,4.6,29,"472, Udyog Vihar II Rd, Phase II, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=11524053016944445014&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chambers of Abhishek Yadav,consultant,LOW,,,,,"Chambers of Abhishek Yadav, Siris Rd, DLF Phase 3, DLF, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=24987807912136143&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chanchal Wire Service,electronics_store,MED,098713 25015,,,,"Shop No.22, Udyog Vihar Phase 1, Udyog Vihar, Sector 21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=10614115801332784556&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CHANDA ESTATE,general_contractor,LOW,098119 40340,https://chandaestate.in/,4.4,41,"24, Bougainvilla Marg, DLF Phase 2, Sector 25, Gurugram, Shahpur, Haryana 122002, India",https://maps.google.com/?cid=1433815439193310022&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chandan E service STORE,internet_cafe,LOW,097438 43719,,3.6,8,"C/O 429 , Shop Name - ChandanEserviceStore vats Market gali, near icici atm, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=9060328069156956543&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chandan Rai,service,LOW,070561 77239,,,,"88, Jaipur - Delhi Expy, Sector 18, Sarhol, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=9498209844940639633&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chandelier Cleaning Services,electrician,LOW,073030 41031,https://chandeliercleaningservices.com/,5,3,"First floor, room no 6, H. no 111 B, Nathupur Rd, near bhanwari gernal store, Block H, DLF Phase 3, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9299591228403226757&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Charcoal Eats, Natupura",indian_restaurant,HIGH,090225 00500,http://www.charcoaleats.com/,3.4,22,"Jeena Number 4, 1st Floor, H16/6, Sikanderpur, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8818784738255952897&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chaudhary Communication,cell_phone_store,MED,,,,,"Satguru Farm, Plot No 185, Maruti Gate No 1, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=5302342555782403332&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chaudhary Savita Mbbs,doctor,MED,098997 76132,,,,"Opposite Munjal Saura Sector-18, Sirhaul, Udyog Vihar, Udyog Vihar, Sector 37, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=15964347389824002125&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chaurasiya travels,food_store,MED,095827 33862,,,,"Ramesh pan, dm13, DLF Phase 2, Sector 25, Shahpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12307459681877672962&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chemicraft Pharmaceuticals Pvt. Ltd.,corporate_office,MED,,,,,"GF, 11, L-22, DLF Phase 2, Sector 25, Gurugram, Sarhol, Haryana 122002, India",https://maps.google.com/?cid=11594691642445304018&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chetan India transport company head office,corporate_office,MED,,,5,1,"Ground floor, plot no 99 v p o, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8668915614946808677&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chhavi Cargo Packers And Movers,transportation_service,LOW,098128 35119,,5,1,"Shop. No. 58 S Block, Nathupur, S Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=11435095279088384743&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chicco,child_care_agency,MED,0124 466 5640,https://www.chicco.in/,4,14,"Shop No 209A, Second Floor, Mall, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=16732622608492185629&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CHILL CENTRE,point_of_interest,LOW,082525 50408,,3.5,2,"D Block, Kapas Hera Estate, New Delhi, Delhi 110097, India",https://maps.google.com/?cid=2644722989082496225&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
China Shougang India Pvt Ltd,corporate_office,MED,,,5,1,"7, DLF Phase 3, Sector 26, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=804225371785852260&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chinese corner 610 B,point_of_interest,LOW,0124 424 5548,,3.7,3,"651, Udyog Vihar 3, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=7929389723039635058&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chinese Live Counter,fast_food_restaurant,HIGH,095215 70040,,,,"U 51, 2, Balveer Market, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17961440526549652215&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chini Bowl,chinese_restaurant,HIGH,098711 60169,,3.9,20,"Club, Essel Towers, Mehrauli-Gurgaon Rd, Indian Airlines Pilots Society, Sushant Lok Phase I, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=6474910880470628567&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CHIRAG ESTATE,service,LOW,097170 09994,,5,6,"6, Sector 26A, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9493164736442006778&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chitranjan General Store,store,MED,097168 15718,,4.1,10,"298, Sarhaul, Sector 18, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=9381274092979090232&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Cilantro,fine_dining_restaurant,HIGH,0124 245 0505,http://www.tridenthotels.com/hotels-in-gurgaon/restaurant-in-gurgaon/dining-cilantro,4.5,439,"443, Udyog Vihar Phase V Rd, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=7270854526747312238&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Cinematic AI Labs,,LOW,,https://cinematicailabs.com/,,,"Cyber City, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1865117184037044364&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ciolweb,service,LOW,,https://ciolweb.in/,5,1,"S-13/13, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10738481726920976609&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CIPET,government_office,LOW,,,4.1,32,"405, Jaipur - Delhi Expy, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=3177135414681901428&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Cisco System India Pvt. Ltd.,,LOW,0124 440 2000,https://www.cisco.com/c/en_in/index.html,4.7,308,"Udyog Vihar Phase-IV Plot No 15 RMZ Infinity, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=11903509454925338766&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
City life E rikshaw,market,LOW,,,5,2,"Maruti Udyog, Sector 18, Sarhol, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=11030276885295584053&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
City Like Tailor,tailor,LOW,099991 32408,,3.5,4,"House No, 766, नया मोहल्ला मार्ग, Balveer Market, U Block, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10375778050555806853&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Citykart Ventures Pvt. Ltd. (Head Office),,LOW,089202 27507,http://citykart.co.in/,4.3,65,"Plot No 474, 475, Udyog Vihar 3, Udyog Vihar III, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=3399047773671211177&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CLASQUIN INDIA DELHI,shipping_service,LOW,0124 402 4900,http://www.clasquin.com/,4.6,7,"Novus Tower, Ground Floor, East Wing, Plot no-18, Sub. Major Laxmi Chand Rd, Phase IV, Sarhaul, Sector 18, Shahpur, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=16480628363102515314&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Classic Hair Unisex Salon,hair_salon,HIGH,082950 25986,,5,2,"Shop No-1, Block B, Nathupur Rd, Nathupur, Sector 26A, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=11826939181481920591&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Classic With Twin Bedtownhouse T Block,lodging,HIGH,,https://www.us.despegar.com/hotels/h-7075541,,,"T Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17029163678417599562&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Clean Fire India Pvt. Ltd,corporate_office,MED,011 4932 3824,http://cleanfire.in/,5,1,"Plot No. 250, Udyog Vihar, Phase - I, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=3891466191809232154&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Cleo's Palace,association_or_organization,LOW,,,,,"U-22/26, Pink Town House Rd, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13893520835822756360&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Clevdoc Platforms Inc.,service,LOW,,http://www.clevdoc.com/,1.7,6,"Plot No. 858, Meta Mata House, Udyog Vihar Phase V Rd, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=14149287575196295884&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Clifford Chance Business Services,,LOW,0124 460 7300,http://cliffordchance-businessservices.com/,4.4,79,"10th Floor, Towers 2 & 3, Atrium Place, Block C, Phase V, Vanijya Nikunj, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=6197208980315713448&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Clink Mocktails,,LOW,,,,,"9A, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=332593014493429072&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CloudIntegrtr Software Services Pvt. Ltd.,,LOW,087504 42244,https://www.integrtr.com/,,,"118, First Floor, Edmonton Mall, Hotel Bristol, Mehrauli-Gurgaon Rd, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15715331603190342223&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Club Riviera by FNP Venues,wedding_venue,HIGH,078278 12345,https://www.fnpvenues.com/wedding-venues-gurgaon/club-riviera/,4.5,1994,"NH - 8, Golf Dr, behind the leela Hotel Ambience, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=11325007856856792892&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CMC residancy - Double Room with Private Bathroom,lodging,HIGH,,https://www.bluepillow.com/search/61ef0ab3113b0ba9fb949457?dest=bkng&cat=House&lat=28.48404&lng=77.10702&language=en,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=14870241122834322142&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CMC residancy - Single Room,lodging,HIGH,,https://www.bluepillow.com/search/61ef0ab3113b0ba9fb949457/704368103?dest=bkng&cat=House&lat=28.48404&lng=77.10702&language=en,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=11138594617631879832&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CMC residancy - Triple Room,lodging,HIGH,,https://www.bluepillow.com/search/61ef0ab3113b0ba9fb949457/704368102?dest=bkng&cat=House&lat=28.48404&lng=77.10702&language=en,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=6930288367956809258&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CNH SANKALP,,LOW,1800 313 1844,http://sankalpcnhi.com/,3,4,"249 G, Level 2, Wing A, AIHP Tower, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=2680539318330242915&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Coat and Crunch,food_store,MED,,,5,1,"58 JCM, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=998123704852184954&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Cobbler,service,LOW,,,,,"Q-1/28, Q-1, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4572970958645988145&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Codejex Technologies,service,LOW,,,,,"Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=13879619553156606791&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Coforge,corporate_office,MED,022 4010 3100,https://www.coforge.com/,3.8,115,"5th & 6th Floor, Plot No-13, Phase IV, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=1783602518538126328&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Coforge Tower D,corporate_office,MED,,,1,1,"Coforge 223-224, Udyog Vihar II Rd, Rajiv Nagar, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=8181182165905866690&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Coil Store, Maruti Suzuki",manufacturer,LOW,,,,,"F3V9+2CQ, Maruti Udyog, 4fewgf, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=12022434693745694150&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"COIS, IOCL",government_office,LOW,,,,,"81/1, Sector 18, Sarhol, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=6751596137424576880&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Colleagues Consultants Private Limited,consultant,LOW,,http://colleagues.co.in/,5,5,"A-Wing, Ist Floor, A55/12, DLF Phase I, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5638625180144504399&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Collection O Hotel Grand Casa,hotel,HIGH,0124 433 0575,https://www.oyorooms.com/189933/,3.7,49,"T 23 Rd, T Block, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14404211413170153561&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Colonel’s Kababz,restaurant,HIGH,,https://www.colonelskababz.com/,,,"Tower 2, Ground, DLF Building, Atrium Place, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=9220478331282206317&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Colonel's Kababz | Corporate Office & Cloud Kitchen,north_indian_restaurant,HIGH,098683 74769,,3.5,10,"GROUND FLOOR, 832, Udyog Vihar Phase V Rd, Phase V, Udyog Vihar, Sector 19, New Delhi, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=325508217810332655&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Colourful Nails Studio,nail_salon,HIGH,092113 97272,https://www.instagram.com/colourfulnailsstudio?igsh=MW10eWwzNnY1NTk3dQ==,4.9,159,"Central Arcade, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14195586510736769143&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Colt Technology Services India Pvt. Ltd.,corporate_office,MED,,https://www.colt.net/,4.8,21,"G33W+43, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6465035108617167588&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Comet, FLXY DLF Cyberhub",clothing_store,MED,081472 76705,,,,"FLXY store, Cyber City, 10, DLF Tower 8th Rd, near modern bazaar, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3937654251277137621&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Comfort physio care,medical_clinic,LOW,087556 26897,,5,2,"5, N-12 Rd, near Gauri Shankar mandir, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13490828206779431934&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
